,PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPPOP,EMPRESPONSE,EMPSAMPLE,EMPRESP_RATE,WORKSTUDY,STUDY,UNEMP,PREVWORKSTUD,BOTH,NOAVAIL,WORK
22360,10007166,10007166,CJ002J01,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22361,10007166,10007166,CJ002J31,2,20.0,20.0,35.0,55.0,60.0,10.0,10.0,5.0,15.0,20.0,40.0
22362,10007166,10007166,CJ002T01,1,20.0,20.0,35.0,60.0,85.0,5.0,5.0,10.0,10.0,0.0,70.0
22363,10007166,10007166,CJ002T01,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22364,10007166,10007166,CJ002T31,2,20.0,20.0,35.0,55.0,60.0,10.0,10.0,5.0,15.0,20.0,40.0
22365,10007166,10007166,CJ008H01,1,20.0,20.0,35.0,60.0,85.0,5.0,5.0,10.0,10.0,0.0,70.0
22366,10007166,10007166,CJ008H01,1,15.0,15.0,30.0,55.0,90.0,0.0,0.0,5.0,15.0,5.0,75.0
22368,10007166,10007166,CJ008T01,1,20.0,20.0,35.0,60.0,85.0,5.0,5.0,10.0,10.0,0.0,70.0
22369,10007166,10007166,CJ008T01,1,15.0,15.0,30.0,55.0,90.0,0.0,0.0,5.0,15.0,5.0,75.0
22371,10007166,10007166,CN002H01,1,15.0,15.0,30.0,50.0,80.0,0.0,5.0,5.0,0.0,5.0,80.0
22372,10007166,10007166,CN002H31,2,25.0,25.0,45.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
22373,10007166,10007166,CN002K23,1,15.0,15.0,30.0,50.0,80.0,0.0,5.0,5.0,0.0,5.0,80.0
22374,10007166,10007166,CN002T31,2,25.0,25.0,45.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
22375,10007166,10007166,CN005H01,1,15.0,15.0,30.0,50.0,80.0,0.0,5.0,5.0,0.0,5.0,80.0
22376,10007166,10007166,CN005H31,2,25.0,25.0,45.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
22377,10007166,10007166,CN005K23,1,15.0,15.0,30.0,50.0,80.0,0.0,5.0,5.0,0.0,5.0,80.0
22378,10007166,10007166,CN005T01,1,15.0,15.0,30.0,50.0,80.0,0.0,5.0,5.0,0.0,5.0,80.0
22379,10007166,10007166,CN005T31,2,25.0,25.0,45.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
22380,10007166,10007166,CN007H01,1,15.0,15.0,30.0,50.0,80.0,0.0,5.0,5.0,0.0,5.0,80.0
22382,10007166,10007166,CN007K23,1,15.0,15.0,30.0,50.0,80.0,0.0,5.0,5.0,0.0,5.0,80.0
22383,10007166,10007166,CN035H01,1,15.0,15.0,30.0,50.0,80.0,0.0,5.0,5.0,0.0,5.0,80.0
22384,10007166,10007166,CN035H31,2,25.0,25.0,45.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
22385,10007166,10007166,CN035K23,1,15.0,15.0,30.0,50.0,80.0,0.0,5.0,5.0,0.0,5.0,80.0
22386,10007166,10007166,CN035T31,2,25.0,25.0,45.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
22387,10007166,10007166,CS001H01,1,20.0,20.0,35.0,55.0,80.0,10.0,5.0,10.0,0.0,5.0,70.0
22388,10007166,10007166,CS001K23,1,20.0,20.0,35.0,55.0,80.0,10.0,5.0,10.0,0.0,5.0,70.0
22389,10007166,10007166,CS001T01,1,20.0,20.0,35.0,55.0,80.0,10.0,5.0,10.0,0.0,5.0,70.0
22390,10007166,10007166,CS001T31,2,10.0,10.0,15.0,85.0,80.0,10.0,0.0,10.0,10.0,10.0,65.0
22391,10007166,10007166,CS019H01,1,20.0,20.0,35.0,55.0,80.0,10.0,5.0,10.0,0.0,5.0,70.0
22392,10007166,10007166,CS019K23,1,20.0,20.0,35.0,55.0,80.0,10.0,5.0,10.0,0.0,5.0,70.0
22393,10007166,10007166,CS021H01,1,25.0,25.0,50.0,55.0,65.0,10.0,10.0,10.0,5.0,10.0,55.0
22394,10007166,10007166,CS021H31,2,15.0,15.0,15.0,90.0,80.0,5.0,5.0,5.0,5.0,5.0,65.0
22395,10007166,10007166,CS021K23,1,25.0,25.0,50.0,55.0,65.0,10.0,10.0,10.0,5.0,10.0,55.0
22396,10007166,10007166,CV001H01,1,10.0,10.0,20.0,50.0,65.0,10.0,20.0,10.0,0.0,10.0,55.0
22397,10007166,10007166,CV001K23,1,10.0,10.0,20.0,50.0,65.0,10.0,20.0,10.0,0.0,10.0,55.0
22399,10007166,10007166,CV014H31,2,10.0,10.0,20.0,55.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
22400,10007166,10007166,CV014K23,1,10.0,10.0,20.0,50.0,65.0,10.0,20.0,10.0,0.0,10.0,55.0
22401,10007166,10007166,CV014T01,1,10.0,10.0,20.0,50.0,65.0,10.0,20.0,10.0,0.0,10.0,55.0
22402,10007166,10007166,CV014T31,2,10.0,10.0,20.0,55.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
22405,10007166,10007166,CW005T01,1,15.0,15.0,20.0,65.0,70.0,0.0,0.0,20.0,20.0,5.0,50.0
22406,10007166,10007166,CW005T31,2,15.0,15.0,20.0,75.0,95.0,5.0,0.0,0.0,15.0,5.0,70.0
22407,10007166,10007166,CW006J01,1,15.0,15.0,20.0,65.0,70.0,0.0,0.0,20.0,20.0,5.0,50.0
22408,10007166,10007166,CW006J01,1,35.0,35.0,55.0,65.0,80.0,5.0,5.0,10.0,25.0,5.0,55.0
22410,10007166,10007166,CW006T01,1,15.0,15.0,20.0,65.0,70.0,0.0,0.0,20.0,20.0,5.0,50.0
22411,10007166,10007166,CW006T01,1,35.0,35.0,55.0,65.0,80.0,5.0,5.0,10.0,25.0,5.0,55.0
22413,10007166,10007166,CW007J01,1,15.0,15.0,20.0,65.0,70.0,0.0,0.0,20.0,20.0,5.0,50.0
22414,10007166,10007166,CW007J01,1,35.0,35.0,55.0,65.0,80.0,5.0,5.0,10.0,25.0,5.0,55.0
22416,10007166,10007166,CW007T01,1,15.0,15.0,20.0,65.0,70.0,0.0,0.0,20.0,20.0,5.0,50.0
22417,10007166,10007166,CW007T01,1,35.0,35.0,55.0,65.0,80.0,5.0,5.0,10.0,25.0,5.0,55.0
22419,10007166,10007166,CW010H01,1,15.0,15.0,25.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
22420,10007166,10007166,DI003H01,1,15.0,15.0,25.0,70.0,90.0,5.0,5.0,5.0,5.0,5.0,80.0
22422,10007166,10007166,DI004H01,1,15.0,15.0,25.0,70.0,90.0,5.0,5.0,5.0,5.0,5.0,80.0
22425,10007166,10007166,DM002H31,2,15.0,15.0,20.0,75.0,95.0,5.0,0.0,0.0,15.0,5.0,70.0
22426,10007166,10007166,DM002T01,1,35.0,35.0,65.0,50.0,90.0,20.0,5.0,5.0,5.0,5.0,65.0
22427,10007166,10007166,DM003H01,1,35.0,35.0,65.0,50.0,90.0,20.0,5.0,5.0,5.0,5.0,65.0
22428,10007166,10007166,DM003H31,2,15.0,15.0,20.0,75.0,95.0,5.0,0.0,0.0,15.0,5.0,70.0
22429,10007166,10007166,DM003T01,1,35.0,35.0,65.0,50.0,90.0,20.0,5.0,5.0,5.0,5.0,65.0
22430,10007166,10007166,DM003T31,2,15.0,15.0,20.0,75.0,95.0,5.0,0.0,0.0,15.0,5.0,70.0
22431,10007166,10007166,DM012H01,1,35.0,35.0,65.0,50.0,90.0,20.0,5.0,5.0,5.0,5.0,65.0
22432,10007166,10007166,DM012H31,2,15.0,15.0,20.0,75.0,95.0,5.0,0.0,0.0,15.0,5.0,70.0
22433,10007166,10007166,DM012T01,1,35.0,35.0,65.0,50.0,90.0,20.0,5.0,5.0,5.0,5.0,65.0
22434,10007166,10007166,DM012T31,2,15.0,15.0,20.0,75.0,95.0,5.0,0.0,0.0,15.0,5.0,70.0
22435,10007166,10007166,EA015K23,1,30.0,30.0,60.0,50.0,85.0,5.0,5.0,5.0,0.0,5.0,75.0
22437,10007166,10007166,EC006J01,1,165.0,165.0,310.0,53.0,81.0,8.0,6.0,5.0,9.0,8.0,64.0
22438,10007166,10007166,EC006J01,1,15.0,15.0,25.0,60.0,80.0,5.0,5.0,5.0,10.0,5.0,65.0
22439,10007166,10007166,EC006J31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22440,10007166,10007166,EC006K23,1,165.0,165.0,310.0,53.0,81.0,8.0,6.0,5.0,9.0,8.0,64.0
22441,10007166,10007166,EC006K23,1,15.0,15.0,25.0,60.0,80.0,5.0,5.0,5.0,10.0,5.0,65.0
22442,10007166,10007166,EC006T01,1,165.0,165.0,310.0,53.0,81.0,8.0,6.0,5.0,9.0,8.0,64.0
22443,10007166,10007166,EC006T01,1,15.0,15.0,25.0,60.0,80.0,5.0,5.0,5.0,10.0,5.0,65.0
22444,10007166,10007166,EC006T31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22445,10007166,10007166,EC007J01,1,165.0,165.0,310.0,53.0,81.0,8.0,6.0,5.0,9.0,8.0,64.0
22446,10007166,10007166,EC007J01,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22447,10007166,10007166,EC007J31,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22448,10007166,10007166,EC007K23,1,165.0,165.0,310.0,53.0,81.0,8.0,6.0,5.0,9.0,8.0,64.0
22449,10007166,10007166,EC007K23,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22450,10007166,10007166,EC007T01,1,165.0,165.0,310.0,53.0,81.0,8.0,6.0,5.0,9.0,8.0,64.0
22451,10007166,10007166,EC007T01,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22452,10007166,10007166,EC007T31,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22454,10007166,10007166,ED071H31,2,30.0,30.0,60.0,55.0,80.0,10.0,5.0,0.0,20.0,15.0,50.0
22455,10007166,10007166,ED071T01,1,35.0,35.0,55.0,65.0,70.0,5.0,5.0,10.0,5.0,15.0,60.0
22456,10007166,10007166,ED092H01,1,35.0,35.0,55.0,65.0,70.0,5.0,5.0,10.0,5.0,15.0,60.0
22457,10007166,10007166,ED092H31,2,30.0,30.0,60.0,55.0,80.0,10.0,5.0,0.0,20.0,15.0,50.0
22458,10007166,10007166,ED092T01,1,35.0,35.0,55.0,65.0,70.0,5.0,5.0,10.0,5.0,15.0,60.0
22459,10007166,10007166,ED092T31,2,30.0,30.0,60.0,55.0,80.0,10.0,5.0,0.0,20.0,15.0,50.0
22460,10007166,10007166,EN018H01,1,15.0,15.0,25.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
22462,10007166,10007166,EN018K23,1,15.0,15.0,25.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
22463,10007166,10007166,EN018T01,1,15.0,15.0,25.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
22465,10007166,10007166,EN019H01,1,15.0,15.0,25.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
22466,10007166,10007166,EN019H01,1,25.0,25.0,40.0,65.0,85.0,10.0,5.0,10.0,10.0,5.0,60.0
22468,10007166,10007166,EN019T01,1,15.0,15.0,25.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
22469,10007166,10007166,EN019T01,1,25.0,25.0,40.0,65.0,85.0,10.0,5.0,10.0,10.0,5.0,60.0
22471,10007166,10007166,EN020H01,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22472,10007166,10007166,EN020H01,1,15.0,15.0,25.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
22473,10007166,10007166,EN020H31,2,20.0,20.0,35.0,55.0,60.0,10.0,10.0,5.0,15.0,20.0,40.0
22474,10007166,10007166,EN020K23,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22475,10007166,10007166,EN020K23,1,15.0,15.0,25.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
22476,10007166,10007166,EN020T01,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22477,10007166,10007166,EN020T01,1,15.0,15.0,25.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
22478,10007166,10007166,EN020T31,2,20.0,20.0,35.0,55.0,60.0,10.0,10.0,5.0,15.0,20.0,40.0
22479,10007166,10007166,FP009H01,1,15.0,15.0,25.0,55.0,90.0,15.0,0.0,0.0,10.0,10.0,70.0
22480,10007166,10007166,FP009H31,2,15.0,15.0,20.0,75.0,95.0,5.0,0.0,0.0,15.0,5.0,70.0
22481,10007166,10007166,FP009K23,1,15.0,15.0,25.0,55.0,90.0,15.0,0.0,0.0,10.0,10.0,70.0
22482,10007166,10007166,FP009T01,1,15.0,15.0,25.0,55.0,90.0,15.0,0.0,0.0,10.0,10.0,70.0
22483,10007166,10007166,FP009T31,2,15.0,15.0,20.0,75.0,95.0,5.0,0.0,0.0,15.0,5.0,70.0
22484,10007166,10007166,FP010H01,1,35.0,35.0,65.0,50.0,90.0,20.0,5.0,5.0,5.0,5.0,65.0
22485,10007166,10007166,FP010H31,2,15.0,15.0,20.0,75.0,95.0,5.0,0.0,0.0,15.0,5.0,70.0
22486,10007166,10007166,FP010K23,1,35.0,35.0,65.0,50.0,90.0,20.0,5.0,5.0,5.0,5.0,65.0
22487,10007166,10007166,FP010T01,1,35.0,35.0,65.0,50.0,90.0,20.0,5.0,5.0,5.0,5.0,65.0
22488,10007166,10007166,FP010T31,2,15.0,15.0,20.0,75.0,95.0,5.0,0.0,0.0,15.0,5.0,70.0
22491,10007166,10007166,FS002K23,1,20.0,20.0,30.0,70.0,80.0,0.0,5.0,10.0,5.0,5.0,75.0
22492,10007166,10007166,FS002T01,1,20.0,20.0,30.0,70.0,80.0,0.0,5.0,10.0,5.0,5.0,75.0
22494,10007166,10007166,FS013K23,1,20.0,20.0,30.0,70.0,80.0,0.0,5.0,10.0,5.0,5.0,75.0
22495,10007166,10007166,FS013Q01,1,20.0,20.0,30.0,70.0,80.0,0.0,5.0,10.0,5.0,5.0,75.0
22497,10007166,10007166,FS015H01,1,20.0,20.0,30.0,70.0,80.0,0.0,5.0,10.0,5.0,5.0,75.0
22498,10007166,10007166,FS015H01,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22499,10007166,10007166,FS015H31,2,20.0,20.0,35.0,55.0,60.0,10.0,10.0,5.0,15.0,20.0,40.0
22500,10007166,10007166,FS015K23,1,20.0,20.0,30.0,70.0,80.0,0.0,5.0,10.0,5.0,5.0,75.0
22501,10007166,10007166,FS015K23,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22502,10007166,10007166,FS015T01,1,20.0,20.0,30.0,70.0,80.0,0.0,5.0,10.0,5.0,5.0,75.0
22503,10007166,10007166,FS015T01,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22504,10007166,10007166,FS015T31,2,20.0,20.0,35.0,55.0,60.0,10.0,10.0,5.0,15.0,20.0,40.0
22506,10007166,10007166,HL022H31,2,60.0,60.0,105.0,54.0,88.0,5.0,5.0,2.0,10.0,5.0,72.0
22507,10007166,10007166,HL022T01,1,20.0,20.0,35.0,65.0,80.0,40.0,0.0,10.0,5.0,10.0,35.0
22508,10007166,10007166,HL022T31,2,60.0,60.0,105.0,54.0,88.0,5.0,5.0,2.0,10.0,5.0,72.0
22509,10007166,10007166,HR014H01,1,10.0,10.0,15.0,70.0,80.0,5.0,10.0,0.0,20.0,10.0,55.0
22510,10007166,10007166,HR014H31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22511,10007166,10007166,HR014K23,1,10.0,10.0,15.0,70.0,80.0,5.0,10.0,0.0,20.0,10.0,55.0
22512,10007166,10007166,HR014T01,1,10.0,10.0,15.0,70.0,80.0,5.0,10.0,0.0,20.0,10.0,55.0
22513,10007166,10007166,HR014T31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22516,10007166,10007166,HS001T01,1,25.0,25.0,40.0,65.0,85.0,10.0,5.0,10.0,10.0,5.0,60.0
22518,10007166,10007166,HW053H01,1,150.0,150.0,290.0,51.0,73.0,8.0,9.0,6.0,9.0,12.0,55.0
22520,10007166,10007166,HW053T01,1,150.0,150.0,290.0,51.0,73.0,8.0,9.0,6.0,9.0,12.0,55.0
22522,10007166,10007166,IB007H01,1,25.0,25.0,50.0,50.0,75.0,5.0,15.0,10.0,0.0,0.0,70.0
22523,10007166,10007166,IB007H31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22524,10007166,10007166,IB007K23,1,25.0,25.0,50.0,50.0,75.0,5.0,15.0,10.0,0.0,0.0,70.0
22525,10007166,10007166,IB007T01,1,25.0,25.0,50.0,50.0,75.0,5.0,15.0,10.0,0.0,0.0,70.0
22526,10007166,10007166,IB007T31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22527,10007166,10007166,IR003H01,1,15.0,15.0,20.0,75.0,75.0,5.0,10.0,5.0,5.0,5.0,60.0
22529,10007166,10007166,IR003K23,1,15.0,15.0,20.0,75.0,75.0,5.0,10.0,5.0,5.0,5.0,60.0
22530,10007166,10007166,IR004H01,1,15.0,15.0,20.0,75.0,75.0,5.0,10.0,5.0,5.0,5.0,60.0
22532,10007166,10007166,IR004K23,1,15.0,15.0,20.0,75.0,75.0,5.0,10.0,5.0,5.0,5.0,60.0
22533,10007166,10007166,LI041H01,1,10.0,10.0,15.0,75.0,85.0,5.0,0.0,5.0,15.0,10.0,65.0
22534,10007166,10007166,LI041H31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22535,10007166,10007166,LI041K23,1,10.0,10.0,15.0,75.0,85.0,5.0,0.0,5.0,15.0,10.0,65.0
22536,10007166,10007166,LI041T01,1,10.0,10.0,15.0,75.0,85.0,5.0,0.0,5.0,15.0,10.0,65.0
22537,10007166,10007166,LI041T31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22538,10007166,10007166,LN008J01,1,40.0,40.0,65.0,65.0,90.0,5.0,0.0,5.0,10.0,0.0,75.0
22540,10007166,10007166,LN008K23,1,40.0,40.0,65.0,65.0,90.0,5.0,0.0,5.0,10.0,0.0,75.0
22541,10007166,10007166,LN008T01,1,40.0,40.0,65.0,65.0,90.0,5.0,0.0,5.0,10.0,0.0,75.0
22543,10007166,10007166,LN012H01,1,40.0,40.0,65.0,65.0,90.0,5.0,0.0,5.0,10.0,0.0,75.0
22544,10007166,10007166,LN012H01,1,15.0,15.0,25.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
22546,10007166,10007166,LN012K23,1,40.0,40.0,65.0,65.0,90.0,5.0,0.0,5.0,10.0,0.0,75.0
22547,10007166,10007166,LN012K23,1,15.0,15.0,25.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
22548,10007166,10007166,LN012T01,1,40.0,40.0,65.0,65.0,90.0,5.0,0.0,5.0,10.0,0.0,75.0
22549,10007166,10007166,LN012T01,1,15.0,15.0,25.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
22551,10007166,10007166,LN013H01,1,40.0,40.0,65.0,65.0,90.0,5.0,0.0,5.0,10.0,0.0,75.0
22553,10007166,10007166,LN013K23,1,40.0,40.0,65.0,65.0,90.0,5.0,0.0,5.0,10.0,0.0,75.0
22554,10007166,10007166,LN013T01,1,40.0,40.0,65.0,65.0,90.0,5.0,0.0,5.0,10.0,0.0,75.0
22556,10007166,10007166,LW026J01,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22557,10007166,10007166,LW026J01,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22558,10007166,10007166,LW026J31,2,20.0,20.0,35.0,55.0,60.0,10.0,10.0,5.0,15.0,20.0,40.0
22559,10007166,10007166,LW026J31,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22560,10007166,10007166,LW026K23,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22561,10007166,10007166,LW026K23,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22563,10007166,10007166,LW030H31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22564,10007166,10007166,LW030H35,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22565,10007166,10007166,LW030T01,1,50.0,50.0,85.0,55.0,75.0,5.0,10.0,5.0,10.0,10.0,65.0
22566,10007166,10007166,LW030T31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22567,10007166,10007166,LW043H35,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22569,10007166,10007166,LW057H31,2,20.0,20.0,35.0,55.0,60.0,10.0,10.0,5.0,15.0,20.0,40.0
22570,10007166,10007166,LW057T01,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22571,10007166,10007166,LW057T31,2,20.0,20.0,35.0,55.0,60.0,10.0,10.0,5.0,15.0,20.0,40.0
22572,10007166,10007166,LW062H01,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22573,10007166,10007166,LW062H31,2,20.0,20.0,35.0,55.0,60.0,10.0,10.0,5.0,15.0,20.0,40.0
22574,10007166,10007166,LW062K23,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22575,10007166,10007166,LW062T01,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22576,10007166,10007166,LW062T31,2,20.0,20.0,35.0,55.0,60.0,10.0,10.0,5.0,15.0,20.0,40.0
22579,10007166,10007166,MA004H31,2,15.0,15.0,20.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
22580,10007166,10007166,MA004K23,1,15.0,15.0,15.0,90.0,95.0,20.0,0.0,5.0,5.0,0.0,65.0
22581,10007166,10007166,MA004T01,1,15.0,15.0,15.0,90.0,95.0,20.0,0.0,5.0,5.0,0.0,65.0
22582,10007166,10007166,MA005H01,1,15.0,15.0,30.0,55.0,90.0,0.0,5.0,0.0,25.0,5.0,65.0
22583,10007166,10007166,MA005K23,1,15.0,15.0,30.0,55.0,90.0,0.0,5.0,0.0,25.0,5.0,65.0
22584,10007166,10007166,MA005T01,1,15.0,15.0,30.0,55.0,90.0,0.0,5.0,0.0,25.0,5.0,65.0
22585,10007166,10007166,MA005T31,2,15.0,15.0,20.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
22586,10007166,10007166,MA007K23,1,10.0,10.0,15.0,65.0,70.0,20.0,0.0,30.0,10.0,0.0,40.0
22587,10007166,10007166,MA007T01,1,10.0,10.0,15.0,65.0,70.0,20.0,0.0,30.0,10.0,0.0,40.0
22588,10007166,10007166,MA009H01,1,15.0,15.0,30.0,55.0,90.0,0.0,5.0,0.0,25.0,5.0,65.0
22589,10007166,10007166,MA009H31,2,15.0,15.0,20.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
22590,10007166,10007166,MA009K23,1,15.0,15.0,30.0,55.0,90.0,0.0,5.0,0.0,25.0,5.0,65.0
22591,10007166,10007166,MA009T01,1,15.0,15.0,30.0,55.0,90.0,0.0,5.0,0.0,25.0,5.0,65.0
22593,10007166,10007166,MA010H31,2,15.0,15.0,20.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
22594,10007166,10007166,MA010K23,1,10.0,10.0,15.0,80.0,75.0,40.0,10.0,15.0,15.0,0.0,15.0
22595,10007166,10007166,MA010T01,1,10.0,10.0,15.0,80.0,75.0,40.0,10.0,15.0,15.0,0.0,15.0
22596,10007166,10007166,MA010T31,2,15.0,15.0,20.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
22597,10007166,10007166,MI009H01,1,25.0,25.0,40.0,60.0,100.0,0.0,0.0,0.0,5.0,0.0,95.0
22598,10007166,10007166,MI009T01,1,25.0,25.0,40.0,60.0,100.0,0.0,0.0,0.0,5.0,0.0,95.0
22599,10007166,10007166,MK023H01,1,15.0,15.0,30.0,55.0,85.0,25.0,5.0,10.0,0.0,0.0,65.0
22600,10007166,10007166,MK023H31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22601,10007166,10007166,MK023K23,1,15.0,15.0,30.0,55.0,85.0,25.0,5.0,10.0,0.0,0.0,65.0
22602,10007166,10007166,MK023T01,1,15.0,15.0,30.0,55.0,85.0,25.0,5.0,10.0,0.0,0.0,65.0
22603,10007166,10007166,MK023T31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22605,10007166,10007166,MM002K23,1,10.0,10.0,15.0,90.0,90.0,15.0,0.0,0.0,10.0,10.0,65.0
22606,10007166,10007166,MM002T01,1,10.0,10.0,15.0,90.0,90.0,15.0,0.0,0.0,10.0,10.0,65.0
22608,10007166,10007166,MZ025J01,1,35.0,35.0,55.0,65.0,80.0,5.0,5.0,10.0,25.0,5.0,55.0
22610,10007166,10007166,MZ025T01,1,35.0,35.0,55.0,65.0,80.0,5.0,5.0,10.0,25.0,5.0,55.0
22612,10007166,10007166,MZ028H01,1,15.0,15.0,20.0,65.0,85.0,0.0,15.0,0.0,25.0,0.0,60.0
22614,10007166,10007166,MZ028T01,1,15.0,15.0,20.0,65.0,85.0,0.0,15.0,0.0,25.0,0.0,60.0
22616,10007166,10007166,MZ031H01,1,15.0,15.0,25.0,60.0,95.0,5.0,5.0,0.0,10.0,0.0,80.0
22617,10007166,10007166,MZ031H01,1,35.0,35.0,55.0,65.0,80.0,5.0,5.0,10.0,25.0,5.0,55.0
22620,10007166,10007166,NH057T01,1,155.0,155.0,270.0,57.0,95.0,0.0,1.0,1.0,3.0,4.0,92.0
22622,10007166,10007166,NH058T01,1,20.0,20.0,40.0,55.0,100.0,0.0,0.0,0.0,5.0,0.0,95.0
22624,10007166,10007166,NH059T01,1,15.0,15.0,20.0,75.0,85.0,0.0,5.0,0.0,5.0,5.0,80.0
22626,10007166,10007166,NH060T01,1,20.0,20.0,40.0,50.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
22628,10007166,10007166,PL001H01,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22629,10007166,10007166,PL001H31,2,20.0,20.0,35.0,55.0,60.0,10.0,10.0,5.0,15.0,20.0,40.0
22630,10007166,10007166,PL001T01,1,55.0,55.0,110.0,50.0,77.0,14.0,8.0,5.0,12.0,11.0,51.0
22631,10007166,10007166,PL001T31,2,20.0,20.0,35.0,55.0,60.0,10.0,10.0,5.0,15.0,20.0,40.0
22632,10007166,10007166,PO003J01,1,15.0,15.0,20.0,75.0,75.0,5.0,10.0,5.0,5.0,5.0,60.0
22633,10007166,10007166,PO003J01,1,25.0,25.0,40.0,65.0,85.0,10.0,5.0,10.0,10.0,5.0,60.0
