,PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPPOP,EMPRESPONSE,EMPSAMPLE,EMPRESP_RATE,WORKSTUDY,STUDY,UNEMP,PREVWORKSTUD,BOTH,NOAVAIL,WORK
22094,10007165,10007165,U09FFCYF,1,15.0,15.0,30.0,50.0,90.0,0.0,5.0,5.0,5.0,0.0,80.0
22095,10007165,10007165,U09FFDAT,1,55.0,55.0,95.0,57.0,83.0,6.0,6.0,4.0,9.0,8.0,68.0
22096,10007165,10007165,U09FFDAT,1,20.0,20.0,30.0,65.0,95.0,10.0,5.0,0.0,5.0,0.0,80.0
22097,10007165,10007165,U09FFDIR,1,55.0,55.0,95.0,59.0,73.0,10.0,9.0,8.0,10.0,9.0,53.0
22098,10007165,10007165,U09FFECW,1,40.0,40.0,75.0,50.0,90.0,10.0,5.0,5.0,15.0,5.0,60.0
22099,10007165,10007165,U09FFECW,1,45.0,45.0,80.0,55.0,90.0,10.0,0.0,5.0,10.0,5.0,70.0
22100,10007165,10007165,U09FFELI,1,45.0,45.0,80.0,55.0,90.0,10.0,0.0,5.0,10.0,5.0,70.0
22101,10007165,10007165,U09FFFTR,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22102,10007165,10007165,U09FFFTR,1,15.0,15.0,25.0,60.0,80.0,25.0,5.0,10.0,5.0,5.0,50.0
22103,10007165,10007165,U09FFGCA,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22104,10007165,10007165,U09FFGCC,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22105,10007165,10007165,U09FFGCF,1,15.0,15.0,25.0,60.0,80.0,25.0,5.0,10.0,5.0,5.0,50.0
22106,10007165,10007165,U09FFGCS,1,10.0,10.0,20.0,60.0,70.0,5.0,5.0,20.0,15.0,0.0,50.0
22107,10007165,10007165,U09FFGID,1,190.0,190.0,355.0,54.0,87.0,3.0,6.0,3.0,7.0,4.0,77.0
22108,10007165,10007165,U09FFHIS,1,20.0,20.0,35.0,50.0,75.0,10.0,10.0,0.0,15.0,15.0,55.0
22110,10007165,10007165,U09FFILL,1,190.0,190.0,355.0,54.0,87.0,3.0,6.0,3.0,7.0,4.0,77.0
22111,10007165,10007165,U09FFINA,1,50.0,50.0,90.0,55.0,90.0,5.0,0.0,0.0,5.0,5.0,85.0
22112,10007165,10007165,U09FFINR,1,55.0,55.0,95.0,59.0,73.0,10.0,9.0,8.0,10.0,9.0,53.0
22113,10007165,10007165,U09FFLAW,1,115.0,115.0,210.0,54.0,88.0,18.0,7.0,3.0,24.0,3.0,46.0
22114,10007165,10007165,U09FFLEL,1,40.0,40.0,75.0,50.0,90.0,10.0,5.0,5.0,15.0,5.0,60.0
22115,10007165,10007165,U09FFLLG,1,15.0,15.0,25.0,55.0,80.0,20.0,5.0,5.0,15.0,5.0,50.0
22116,10007165,10007165,U09FFLLG,1,10.0,10.0,20.0,65.0,85.0,15.0,0.0,10.0,15.0,10.0,50.0
22117,10007165,10007165,U09FFMMA,1,190.0,190.0,355.0,54.0,87.0,3.0,6.0,3.0,7.0,4.0,77.0
22118,10007165,10007165,U09FFMUS,1,25.0,25.0,45.0,55.0,85.0,5.0,5.0,5.0,15.0,5.0,70.0
22119,10007165,10007165,U09FFPAP,1,15.0,15.0,20.0,65.0,70.0,15.0,5.0,10.0,15.0,10.0,45.0
22120,10007165,10007165,U09FFPAP,1,15.0,15.0,20.0,65.0,70.0,15.0,5.0,10.0,15.0,10.0,45.0
22121,10007165,10007165,U09FFPCO,1,55.0,55.0,105.0,53.0,82.0,4.0,4.0,2.0,21.0,13.0,57.0
22122,10007165,10007165,U09FFPHO,1,75.0,75.0,130.0,60.0,87.0,4.0,6.0,1.0,9.0,5.0,74.0
22123,10007165,10007165,U09FFPIR,1,55.0,55.0,95.0,59.0,73.0,10.0,9.0,8.0,10.0,9.0,53.0
22124,10007165,10007165,U09FFPOT,1,55.0,55.0,95.0,59.0,73.0,10.0,9.0,8.0,10.0,9.0,53.0
22125,10007165,10007165,U09FFPSY,1,55.0,55.0,105.0,53.0,82.0,4.0,4.0,2.0,21.0,13.0,57.0
22126,10007165,10007165,U09FFQSC,1,20.0,20.0,35.0,55.0,80.0,0.0,10.0,0.0,5.0,10.0,75.0
22127,10007165,10007165,U09FFSEE,1,30.0,30.0,55.0,60.0,80.0,10.0,5.0,5.0,5.0,10.0,65.0
22128,10007165,10007165,U09FFSEN,1,15.0,15.0,30.0,50.0,90.0,0.0,5.0,5.0,5.0,0.0,80.0
22129,10007165,10007165,U09FFSOY,1,90.0,90.0,175.0,50.0,76.0,5.0,8.0,7.0,5.0,9.0,67.0
22130,10007165,10007165,U09FFSTR,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22131,10007165,10007165,U09FFSTR,1,10.0,10.0,20.0,60.0,70.0,5.0,5.0,20.0,15.0,0.0,50.0
22132,10007165,10007165,U09FFUEM,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22133,10007165,10007165,U09FUAEV,1,50.0,50.0,90.0,55.0,90.0,5.0,0.0,0.0,5.0,5.0,85.0
22134,10007165,10007165,U09FUAIB,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22135,10007165,10007165,U09FUAIB,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22136,10007165,10007165,U09FUANE,1,45.0,45.0,80.0,55.0,90.0,10.0,0.0,5.0,10.0,5.0,70.0
22137,10007165,10007165,U09FUANE,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22139,10007165,10007165,U09FUANL,1,15.0,15.0,25.0,55.0,80.0,20.0,5.0,5.0,15.0,5.0,50.0
22140,10007165,10007165,U09FUANL,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22141,10007165,10007165,U09FUANQ,1,10.0,10.0,20.0,65.0,85.0,15.0,0.0,10.0,15.0,10.0,50.0
22142,10007165,10007165,U09FUANQ,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22149,10007165,10007165,U09FUBMA,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22150,10007165,10007165,U09FUBMF,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22152,10007165,10007165,U09FUBMK,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22154,10007165,10007165,U09FUBSM,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22157,10007165,10007165,U09FUCAE,1,45.0,45.0,80.0,55.0,90.0,10.0,0.0,5.0,10.0,5.0,70.0
22158,10007165,10007165,U09FUCAE,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22159,10007165,10007165,U09FUCAL,1,15.0,15.0,25.0,55.0,80.0,20.0,5.0,5.0,15.0,5.0,50.0
22160,10007165,10007165,U09FUCAL,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22161,10007165,10007165,U09FUCAQ,1,10.0,10.0,20.0,65.0,85.0,15.0,0.0,10.0,15.0,10.0,50.0
22162,10007165,10007165,U09FUCAQ,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22164,10007165,10007165,U09FUCIB,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22165,10007165,10007165,U09FUCIB,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22166,10007165,10007165,U09FUCJU,1,90.0,90.0,175.0,50.0,76.0,5.0,8.0,7.0,5.0,9.0,67.0
22169,10007165,10007165,U09FUCSM,1,20.0,20.0,35.0,55.0,80.0,0.0,10.0,0.0,5.0,10.0,75.0
22171,10007165,10007165,U09FUCYF,1,15.0,15.0,30.0,50.0,90.0,0.0,5.0,5.0,5.0,0.0,80.0
22172,10007165,10007165,U09FUDAT,1,55.0,55.0,95.0,57.0,83.0,6.0,6.0,4.0,9.0,8.0,68.0
22173,10007165,10007165,U09FUDAT,1,20.0,20.0,30.0,65.0,95.0,10.0,5.0,0.0,5.0,0.0,80.0
22174,10007165,10007165,U09FUDBU,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22176,10007165,10007165,U09FUDMA,1,15.0,15.0,35.0,50.0,80.0,5.0,0.0,10.0,0.0,5.0,75.0
22177,10007165,10007165,U09FUDME,1,75.0,75.0,125.0,57.0,85.0,4.0,3.0,7.0,3.0,5.0,78.0
22178,10007165,10007165,U09FUECN,1,15.0,15.0,30.0,55.0,95.0,0.0,0.0,0.0,35.0,5.0,60.0
22181,10007165,10007165,U09FUEMN,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22182,10007165,10007165,U09FUENF,1,45.0,45.0,80.0,55.0,90.0,10.0,0.0,5.0,10.0,5.0,70.0
22183,10007165,10007165,U09FUENF,1,15.0,15.0,25.0,60.0,80.0,25.0,5.0,10.0,5.0,5.0,50.0
22184,10007165,10007165,U09FUENS,1,45.0,45.0,80.0,55.0,90.0,10.0,0.0,5.0,10.0,5.0,70.0
22185,10007165,10007165,U09FUENS,1,10.0,10.0,20.0,60.0,70.0,5.0,5.0,20.0,15.0,0.0,50.0
22186,10007165,10007165,U09FUFAS,1,190.0,190.0,355.0,54.0,87.0,3.0,6.0,3.0,7.0,4.0,77.0
22187,10007165,10007165,U09FUFBM,1,190.0,190.0,355.0,54.0,87.0,3.0,6.0,3.0,7.0,4.0,77.0
22188,10007165,10007165,U09FUFEC,1,15.0,15.0,30.0,55.0,95.0,0.0,0.0,0.0,35.0,5.0,60.0
22189,10007165,10007165,U09FUFIB,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22190,10007165,10007165,U09FUFIB,1,15.0,15.0,25.0,60.0,80.0,25.0,5.0,10.0,5.0,5.0,50.0
22191,10007165,10007165,U09FUFMP,1,190.0,190.0,355.0,54.0,87.0,3.0,6.0,3.0,7.0,4.0,77.0
22192,10007165,10007165,U09FUFNL,1,15.0,15.0,25.0,55.0,80.0,20.0,5.0,5.0,15.0,5.0,50.0
22193,10007165,10007165,U09FUFNL,1,15.0,15.0,25.0,60.0,80.0,25.0,5.0,10.0,5.0,5.0,50.0
22194,10007165,10007165,U09FUFNQ,1,10.0,10.0,20.0,65.0,85.0,15.0,0.0,10.0,15.0,10.0,50.0
22195,10007165,10007165,U09FUFNQ,1,15.0,15.0,25.0,60.0,80.0,25.0,5.0,10.0,5.0,5.0,50.0
22196,10007165,10007165,U09FUFTA,1,25.0,25.0,45.0,55.0,65.0,10.0,15.0,10.0,10.0,10.0,50.0
22198,10007165,10007165,U09FUFTR,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22199,10007165,10007165,U09FUFTR,1,15.0,15.0,25.0,60.0,80.0,25.0,5.0,10.0,5.0,5.0,50.0
22201,10007165,10007165,U09FUGCA,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22202,10007165,10007165,U09FUGCC,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22203,10007165,10007165,U09FUGCF,1,15.0,15.0,25.0,60.0,80.0,25.0,5.0,10.0,5.0,5.0,50.0
22204,10007165,10007165,U09FUGCS,1,10.0,10.0,20.0,60.0,70.0,5.0,5.0,20.0,15.0,0.0,50.0
22207,10007165,10007165,U09FUHPO,1,55.0,55.0,95.0,59.0,73.0,10.0,9.0,8.0,10.0,9.0,53.0
22208,10007165,10007165,U09FUHPO,1,20.0,20.0,35.0,50.0,75.0,10.0,10.0,0.0,15.0,15.0,55.0
22209,10007165,10007165,U09FUHSO,1,20.0,20.0,35.0,60.0,75.0,10.0,15.0,5.0,10.0,5.0,55.0
22210,10007165,10007165,U09FUIAA,1,55.0,55.0,95.0,59.0,73.0,10.0,9.0,8.0,10.0,9.0,53.0
22211,10007165,10007165,U09FUIAA,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22212,10007165,10007165,U09FUIAC,1,55.0,55.0,95.0,59.0,73.0,10.0,9.0,8.0,10.0,9.0,53.0
22213,10007165,10007165,U09FUIAC,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22214,10007165,10007165,U09FUIAF,1,55.0,55.0,95.0,59.0,73.0,10.0,9.0,8.0,10.0,9.0,53.0
22215,10007165,10007165,U09FUIAF,1,15.0,15.0,25.0,60.0,80.0,25.0,5.0,10.0,5.0,5.0,50.0
22216,10007165,10007165,U09FUIAS,1,55.0,55.0,95.0,59.0,73.0,10.0,9.0,8.0,10.0,9.0,53.0
22217,10007165,10007165,U09FUIAS,1,10.0,10.0,20.0,60.0,70.0,5.0,5.0,20.0,15.0,0.0,50.0
22218,10007165,10007165,U09FUIBE,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22220,10007165,10007165,U09FUIMK,1,15.0,15.0,35.0,50.0,80.0,5.0,0.0,10.0,0.0,5.0,75.0
22224,10007165,10007165,U09FULCW,1,40.0,40.0,75.0,50.0,90.0,10.0,5.0,5.0,15.0,5.0,60.0
22225,10007165,10007165,U09FULCW,1,15.0,15.0,25.0,55.0,80.0,20.0,5.0,5.0,15.0,5.0,50.0
22226,10007165,10007165,U09FULEL,1,40.0,40.0,75.0,50.0,90.0,10.0,5.0,5.0,15.0,5.0,60.0
22227,10007165,10007165,U09FULIT,1,45.0,45.0,80.0,55.0,90.0,10.0,0.0,5.0,10.0,5.0,70.0
22229,10007165,10007165,U09FULNG,1,15.0,15.0,25.0,55.0,80.0,20.0,5.0,5.0,15.0,5.0,50.0
22230,10007165,10007165,U09FULWE,1,115.0,115.0,210.0,54.0,88.0,18.0,7.0,3.0,24.0,3.0,46.0
22231,10007165,10007165,U09FULWF,1,115.0,115.0,210.0,54.0,88.0,18.0,7.0,3.0,24.0,3.0,46.0
22232,10007165,10007165,U09FUMES,1,85.0,85.0,145.0,57.0,87.0,16.0,5.0,2.0,10.0,6.0,61.0
22236,10007165,10007165,U09FUMKM,1,15.0,15.0,35.0,50.0,80.0,5.0,0.0,10.0,0.0,5.0,75.0
22237,10007165,10007165,U09FUMMA,1,190.0,190.0,355.0,54.0,87.0,3.0,6.0,3.0,7.0,4.0,77.0
22238,10007165,10007165,U09FUPCH,1,90.0,90.0,175.0,50.0,76.0,5.0,8.0,7.0,5.0,9.0,67.0
22239,10007165,10007165,U09FUPCO,1,55.0,55.0,105.0,53.0,82.0,4.0,4.0,2.0,21.0,13.0,57.0
22240,10007165,10007165,U09FUPCR,1,55.0,55.0,105.0,53.0,82.0,4.0,4.0,2.0,21.0,13.0,57.0
22241,10007165,10007165,U09FUPCR,1,90.0,90.0,175.0,50.0,76.0,5.0,8.0,7.0,5.0,9.0,67.0
22242,10007165,10007165,U09FUPHN,1,15.0,15.0,25.0,50.0,75.0,15.0,15.0,10.0,10.0,0.0,55.0
22245,10007165,10007165,U09FUPOL,1,55.0,55.0,95.0,59.0,73.0,10.0,9.0,8.0,10.0,9.0,53.0
22249,10007165,10007165,U09FUQNS,1,10.0,10.0,20.0,65.0,85.0,15.0,0.0,10.0,15.0,10.0,50.0
22250,10007165,10007165,U09FUQNS,1,10.0,10.0,20.0,60.0,70.0,5.0,5.0,20.0,15.0,0.0,50.0
22253,10007165,10007165,U09FUSEE,1,30.0,30.0,55.0,60.0,80.0,10.0,5.0,5.0,5.0,10.0,65.0
22254,10007165,10007165,U09FUSEN,1,15.0,15.0,30.0,50.0,90.0,0.0,5.0,5.0,5.0,0.0,80.0
22255,10007165,10007165,U09FUSIB,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22256,10007165,10007165,U09FUSIB,1,10.0,10.0,20.0,60.0,70.0,5.0,5.0,20.0,15.0,0.0,50.0
22257,10007165,10007165,U09FUSNL,1,15.0,15.0,25.0,55.0,80.0,20.0,5.0,5.0,15.0,5.0,50.0
22258,10007165,10007165,U09FUSNL,1,10.0,10.0,20.0,60.0,70.0,5.0,5.0,20.0,15.0,0.0,50.0
22260,10007165,10007165,U09FUSPM,1,15.0,15.0,30.0,50.0,85.0,5.0,0.0,5.0,10.0,10.0,65.0
22261,10007165,10007165,U09FUSTR,1,25.0,25.0,40.0,65.0,85.0,20.0,5.0,10.0,5.0,0.0,60.0
22262,10007165,10007165,U09FUSTR,1,10.0,10.0,20.0,60.0,70.0,5.0,5.0,20.0,15.0,0.0,50.0
22263,10007165,10007165,U09FUSXN,1,15.0,15.0,25.0,50.0,75.0,15.0,15.0,10.0,10.0,0.0,55.0
22265,10007165,10007165,U09FUTOP,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22266,10007165,10007165,U09FUTOP,1,15.0,15.0,30.0,50.0,85.0,5.0,0.0,5.0,10.0,10.0,65.0
22267,10007165,10007165,U09FUTWB,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22268,10007165,10007165,U09FUTWB,1,15.0,15.0,30.0,50.0,85.0,5.0,0.0,5.0,10.0,10.0,65.0
22269,10007165,10007165,U09FUUEM,1,265.0,265.0,520.0,51.0,85.0,5.0,5.0,6.0,6.0,4.0,75.0
22271,10007166,10007166,AB011H31,2,25.0,25.0,40.0,65.0,70.0,5.0,25.0,5.0,10.0,5.0,60.0
22272,10007166,10007166,AB011K23,1,30.0,30.0,60.0,50.0,85.0,5.0,5.0,5.0,0.0,5.0,75.0
22273,10007166,10007166,AB011T01,1,30.0,30.0,60.0,50.0,85.0,5.0,5.0,5.0,0.0,5.0,75.0
22274,10007166,10007166,AB011T31,2,25.0,25.0,40.0,65.0,70.0,5.0,25.0,5.0,10.0,5.0,60.0
22276,10007166,10007166,AC003H31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22277,10007166,10007166,AC003K23,1,15.0,15.0,25.0,60.0,80.0,5.0,5.0,5.0,10.0,5.0,65.0
22278,10007166,10007166,AC003K23,1,15.0,15.0,20.0,65.0,75.0,5.0,5.0,10.0,10.0,5.0,60.0
22279,10007166,10007166,AC003T01,1,15.0,15.0,25.0,60.0,80.0,5.0,5.0,5.0,10.0,5.0,65.0
22280,10007166,10007166,AC003T01,1,15.0,15.0,20.0,65.0,75.0,5.0,5.0,10.0,10.0,5.0,60.0
22281,10007166,10007166,AC003T31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22282,10007166,10007166,AH001T01,1,25.0,25.0,55.0,50.0,90.0,0.0,5.0,0.0,5.0,5.0,80.0
22284,10007166,10007166,AH002T01,1,15.0,15.0,25.0,60.0,95.0,0.0,5.0,0.0,15.0,0.0,80.0
22285,10007166,10007166,AH005H01,1,25.0,25.0,35.0,70.0,85.0,15.0,10.0,0.0,25.0,10.0,45.0
22286,10007166,10007166,AH005T01,1,25.0,25.0,35.0,70.0,85.0,15.0,10.0,0.0,25.0,10.0,45.0
22287,10007166,10007166,AH006H01,1,70.0,70.0,115.0,62.0,86.0,17.0,6.0,3.0,14.0,6.0,56.0
22288,10007166,10007166,AH006T01,1,70.0,70.0,115.0,62.0,86.0,17.0,6.0,3.0,14.0,6.0,56.0
22290,10007166,10007166,AT001H31,2,25.0,25.0,45.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
22291,10007166,10007166,AT001K23,1,15.0,15.0,30.0,55.0,90.0,0.0,0.0,0.0,20.0,15.0,70.0
22292,10007166,10007166,AT001T01,1,15.0,15.0,30.0,55.0,90.0,0.0,0.0,0.0,20.0,15.0,70.0
22293,10007166,10007166,AT001T31,2,25.0,25.0,45.0,55.0,95.0,0.0,0.0,0.0,5.0,5.0,90.0
22294,10007166,10007166,AT013H01,1,15.0,15.0,30.0,55.0,90.0,0.0,0.0,0.0,20.0,15.0,70.0
22295,10007166,10007166,AT013T01,1,15.0,15.0,30.0,55.0,90.0,0.0,0.0,0.0,20.0,15.0,70.0
22298,10007166,10007166,BM021H31,2,15.0,15.0,25.0,60.0,55.0,5.0,20.0,5.0,15.0,20.0,35.0
22299,10007166,10007166,BM021K23,1,40.0,40.0,65.0,60.0,85.0,10.0,5.0,0.0,20.0,5.0,50.0
22300,10007166,10007166,BM021T01,1,40.0,40.0,65.0,60.0,85.0,10.0,5.0,0.0,20.0,5.0,50.0
22301,10007166,10007166,BM021T31,2,15.0,15.0,25.0,60.0,55.0,5.0,20.0,5.0,15.0,20.0,35.0
22302,10007166,10007166,BM023H01,1,45.0,45.0,70.0,65.0,85.0,10.0,5.0,0.0,20.0,5.0,55.0
22303,10007166,10007166,BM039H01,1,45.0,45.0,70.0,65.0,85.0,10.0,5.0,0.0,20.0,5.0,55.0
22304,10007166,10007166,BM039H31,2,15.0,15.0,25.0,60.0,55.0,5.0,20.0,5.0,15.0,20.0,35.0
22305,10007166,10007166,BM039K23,1,45.0,45.0,70.0,65.0,85.0,10.0,5.0,0.0,20.0,5.0,55.0
22306,10007166,10007166,BM048F31,2,15.0,15.0,30.0,50.0,80.0,0.0,0.0,0.0,5.0,20.0,70.0
22307,10007166,10007166,BU075H01,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22308,10007166,10007166,BU075H06,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22309,10007166,10007166,BU075H31,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22310,10007166,10007166,BU075H35,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22311,10007166,10007166,BU075K23,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22312,10007166,10007166,BU077J01,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22313,10007166,10007166,BU077J01,1,15.0,15.0,25.0,60.0,80.0,5.0,5.0,5.0,10.0,5.0,65.0
22314,10007166,10007166,BU077J31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22315,10007166,10007166,BU077J31,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22316,10007166,10007166,BU077K23,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22317,10007166,10007166,BU077K23,1,15.0,15.0,25.0,60.0,80.0,5.0,5.0,5.0,10.0,5.0,65.0
22318,10007166,10007166,BU077T01,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22319,10007166,10007166,BU077T01,1,15.0,15.0,25.0,60.0,80.0,5.0,5.0,5.0,10.0,5.0,65.0
22320,10007166,10007166,BU077T31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22321,10007166,10007166,BU077T31,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22322,10007166,10007166,BU078J01,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22323,10007166,10007166,BU078J01,1,15.0,15.0,20.0,65.0,75.0,5.0,5.0,10.0,10.0,5.0,60.0
22324,10007166,10007166,BU078J31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22325,10007166,10007166,BU078J31,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22326,10007166,10007166,BU078K23,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22327,10007166,10007166,BU078K23,1,15.0,15.0,20.0,65.0,75.0,5.0,5.0,10.0,10.0,5.0,60.0
22328,10007166,10007166,BU078T01,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22329,10007166,10007166,BU078T01,1,15.0,15.0,20.0,65.0,75.0,5.0,5.0,10.0,10.0,5.0,60.0
22330,10007166,10007166,BU078T31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22331,10007166,10007166,BU078T31,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22332,10007166,10007166,BU079J01,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22333,10007166,10007166,BU079J01,1,15.0,15.0,30.0,55.0,85.0,25.0,5.0,10.0,0.0,0.0,65.0
22334,10007166,10007166,BU079J31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22335,10007166,10007166,BU079J31,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22336,10007166,10007166,BU079K23,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22337,10007166,10007166,BU079K23,1,15.0,15.0,30.0,55.0,85.0,25.0,5.0,10.0,0.0,0.0,65.0
22338,10007166,10007166,BU079T01,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22339,10007166,10007166,BU079T01,1,15.0,15.0,30.0,55.0,85.0,25.0,5.0,10.0,0.0,0.0,65.0
22340,10007166,10007166,BU079T31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22341,10007166,10007166,BU079T31,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22342,10007166,10007166,BU080J01,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22343,10007166,10007166,BU080J01,1,10.0,10.0,15.0,70.0,80.0,5.0,10.0,0.0,20.0,10.0,55.0
22344,10007166,10007166,BU080J31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22345,10007166,10007166,BU080J31,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22346,10007166,10007166,BU080K23,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22347,10007166,10007166,BU080K23,1,10.0,10.0,15.0,70.0,80.0,5.0,10.0,0.0,20.0,10.0,55.0
22348,10007166,10007166,BU080T01,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22349,10007166,10007166,BU080T01,1,10.0,10.0,15.0,70.0,80.0,5.0,10.0,0.0,20.0,10.0,55.0
22350,10007166,10007166,BU080T31,2,20.0,20.0,30.0,60.0,90.0,5.0,10.0,0.0,10.0,0.0,70.0
22351,10007166,10007166,BU080T31,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22352,10007166,10007166,BU085T01,1,45.0,45.0,75.0,60.0,75.0,5.0,10.0,5.0,10.0,5.0,65.0
22353,10007166,10007166,BU085T31,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,15.0,0.0,70.0
22356,10007166,10007166,CF015T01,1,45.0,45.0,80.0,55.0,90.0,20.0,5.0,5.0,5.0,0.0,65.0
22359,10007166,10007166,CJ002J01,1,20.0,20.0,35.0,60.0,85.0,5.0,5.0,10.0,10.0,0.0,70.0
